Name,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Mac Allister,2.44382,2.44382,2.56263,2.508785,2.56502,2.78301,2.82695,2.550695,2.733475,2.35729,2.7758,2.664565,2.56844,2.738975,2.612775,2.58897,2.694235,2.702575,2.594255,2.45554,2.67658,2.61032,2.62256,2.800765,2.4242,2.58669,2.60324,2.569725,2.5601,2.606575,2.696635,2.55494,2.661945,2.49958,2.680225
Robertson,3.47242166666667,3.47242166666667,3.63909166666667,3.15348666666667,3.18971166666667,3.77337666666667,3.85178666666667,3.23005166666667,3.56359666666667,2.85984666666667,3.62131666666667,3.29051666666667,3.55240666666667,3.38538166666667,3.45573166666667,3.81959166666667,3.52809166666667,3.58963166666667,3.28001666666667,3.10050666666667,3.84920166666667,3.36058166666667,3.74800666666667,3.57970666666667,2.98235166666667,3.38640666666667,3.27429166666667,3.71929666666667,3.17743666666667,3.59087666666667,3.67373166666667,3.22500666666667,3.29872166666667,3.22649666666667,3.69700666666667
Salah,6.13962,6.13962,6.227035,6.056595,6.096525,6.402005,6.4711,6.036685,6.32411,5.732555,6.39066,6.21574,6.064585,6.332755,6.134305,6.09687,6.262405,6.275515,6.10518,5.887045,6.23464,6.130445,6.149695,6.42992,5.837765,6.093285,6.11931,6.066605,6.05147,6.124555,6.26618,6.043355,6.211625,5.956305,6.240365
Szoboszlai,4.61795833333333,4.61795833333333,4.68072833333333,4.61899333333333,4.64764333333333,4.79823833333333,4.83031833333333,4.62864333333333,4.76207833333333,4.48745833333333,4.79297333333333,4.71176833333333,4.64159833333333,4.76609333333333,4.67396333333333,4.65658333333333,4.73343333333333,4.73951833333333,4.66044333333333,4.55917833333333,4.72054333333333,4.67216833333333,4.68110833333333,4.81119833333333,4.53629833333333,4.65492333333333,4.66700333333333,4.64253833333333,4.63550833333333,4.66943833333333,4.73518333333333,4.63174333333333,4.70985833333333,4.59132833333333,4.72320333333333
Virgil,0.75,0,1.676675,1.26849,1.30252,1.78948,1.85606,1.328145,1.611355,1.013805,1.660365,1.379485,1.60186,1.460035,1.51977,1.82872,1.58121,1.63346,1.37057,1.21815,1.853865,1.43898,1.76794,1.625035,1.11782,1.460905,1.36571,1.74356,1.28347,1.63452,1.70487,1.32386,1.386455,1.325125,1.724635
Adebayo,2.63709,2.63709,2.5082,4.98536,2.35534,2.48897,2.45255,2.53198,2.21392,2.41577,2.28313,2.31703,2.26927,2.45486,2.53209,2.53894,2.34245,2.46169,2.53372,2.23488,2.36531,2.49913,2.26711,2.48344,2.37562,2.83326,2.29604,2.30601,2.52217,2.2092,2.3389,2.35868,2.54312,2.38889,2.79797
Andersen,1.86671,1.86671,1.92303,3.78049,1.59259,1.85821,1.52431,1.47919,1.47793,1.86876,1.65107,1.74101,1.29351,1.86759,1.80941,1.58483,1.5749,2.08498,1.56949,1.37262,1.99016,1.67451,1.152,1.76948,1.8324,2.11541,1.48478,1.40521,2.0655,1.17771,1.84298,1.85388,2.04129,1.5229,1.89754
Bell,1.99595,1.99595,2.06835,4.12245,1.80016,2.05125,1.73562,1.69297,1.69178,2.06123,1.85544,1.94047,1.51745,2.06012,2.00513,1.79283,1.78344,2.26561,1.77833,1.59222,2.17599,1.8776,1.38368,1.96738,2.02686,2.29438,1.69825,1.62303,2.2472,1.40798,2.03685,2.04716,2.22432,1.73429,2.08843
Burke,1.97685,1.97685,2.00091,3.85958,1.62311,1.88708,1.55526,1.51042,1.50917,1.89757,1.68123,1.77061,1.3259,1.8964,1.83859,1.6154,1.60554,2.11244,1.60016,1.40451,2.01821,1.70452,1.18527,1.7989,1.86143,2.14268,1.51598,1.4369,2.09308,1.21082,1.87194,1.88277,2.06902,1.55386,1.92617
Morris,3.52165,3.52165,3.29842,6.49805,3.06594,3.26344,3.2096,3.32701,2.85691,3.15525,2.95921,3.00931,2.93872,3.21302,3.32716,3.33729,3.04688,3.22311,3.32958,2.8879,3.08067,3.27845,2.93554,3.25526,3.09591,3.77229,2.97829,2.99303,3.31251,2.84995,3.04164,3.07087,3.34347,3.11552,3.72013
Ogbene,1.75018,1.75018,1.69691,3.48314,1.67563,1.77313,1.74656,1.80452,1.57244,1.71972,1.62294,1.64767,1.61282,1.74824,1.80459,1.8096,1.66622,1.75322,1.80579,1.58773,1.6829,1.78055,1.61125,1.7691,1.69043,2.02435,1.63236,1.63963,1.79736,1.569,1.66364,1.67806,1.81264,1.70011,1.9986
Woodrow,1.08877,1.08877,1.04424,2.10811,1.01221,1.07034,1.0545,1.08906,0.95069,1.0385,0.9808,0.99554,0.97477,1.05551,1.0891,1.09208,1.0066,1.05847,1.08981,0.95981,1.01655,1.07476,0.97383,1.06794,1.02103,1.22012,0.98641,0.99075,1.08479,0.94864,1.00506,1.01366,1.0939,1.02681,1.20477
Aké,3.25811166666667,3.00811166666667,3.61035166666667,3.36848666666667,2.93437166666667,3.12081666666667,3.02675166666667,3.63039666666667,2.96433166666667,3.02804166666667,3.14454166666667,3.07439166666667,3.07784666666667,3.42827666666667,1.66666666666667,3.22970166666667,3.55300166666667,2.91855166666667,3.67916666666667,3.20462166666667,3.60552666666667,3.12637166666667,3.42706666666667,3.22870666666667,2.69189166666667,3.04853666666667,3.29702666666667,3.32627666666667,3.39092166666667,3.58088666666667,3.03378166666667,3.41743166666667,3.53135666666667,3.50874666666667,3.53533166666667
J.Alvarez,5.51718333333333,5.51718333333333,5.82833833333333,5.44423833333333,5.38050333333333,5.54824333333333,5.30069333333333,5.53930833333333,5.34923833333333,5.54689833333333,5.41016833333333,5.48540833333333,5.33498833333333,5.45694333333333,3.83333333333333,5.53340833333333,5.41788333333333,5.31692333333333,5.49501833333333,5.35427333333333,5.55552333333333,5.40018833333333,5.48720333333333,5.52146833333333,5.34187333333333,5.40174833333333,5.38050833333333,5.50932333333333,5.42586333333333,5.50488333333333,5.36426333333333,5.51360833333333,5.53681833333333,5.64625333333333,5.53238333333333
De Bruyne,0.75,0,0,0,0,0,0,0,0,0,0,0,0.02421,1.22435,0,1.454935,1.522905,1.504545,1.65456,1.60274,1.737795,1.59018,1.67489,1.70336,1.45211,1.58245,1.604665,1.604365,1.56999,1.612315,1.568655,1.75168,1.65741,1.670245,1.66349
Rúben,2.95115333333333,2.95115333333333,3.44124833333333,3.24158333333333,2.89982333333333,3.04671833333333,2.97277333333333,3.44730833333333,2.92370333333333,2.97378833333333,3.06536833333333,3.01022833333333,3.01294333333333,3.28841833333333,1.83333333333333,3.13231333333333,3.38646333333333,2.88771833333333,3.48564333333333,3.11259833333333,3.42775833333333,3.05108833333333,3.28746833333333,3.13153333333333,2.70953833333333,2.98989833333333,3.18524333333333,3.20823333333333,3.25905333333333,3.40838833333333,2.97830333333333,3.27989333333333,3.36944833333333,3.35167833333333,3.37257333333333
Foden,4.75395,4.75395,4.986675,4.844655,4.7146,4.85699,4.8206,5.08349,4.776725,4.85049,4.906505,4.76956,4.81267,4.8598,3,4.84303,4.82872,4.75705,4.918845,4.86296,5.008615,4.84941,4.94077,4.971475,4.700495,4.84107,4.86503,4.864705,4.827635,4.873285,4.826195,5.02359,4.92192,4.935765,4.928475
Grealish,2.36970166666667,2.36970166666667,2.71654666666667,2.75242666666667,2.69826166666667,2.77420666666667,2.75202166666667,2.91228666666667,2.72527666666667,2.77024166666667,2.80439166666667,2.72090666666667,2.74718666666667,2.77592166666667,1.66666666666667,2.76569666666667,2.75697166666667,2.71328166666667,2.81191666666667,2.77784666666667,2.86664166666667,2.76958666666667,2.82528166666667,2.84400166666667,2.67880666666667,2.76450166666667,2.77911166666667,2.77891166666667,2.75631166666667,2.78414166666667,2.75543666666667,2.87577166666667,2.81379166666667,2.82223166666667,2.81778666666667
Haaland,7.24227833333333,7.24227833333333,7.93207333333333,7.15003333333333,7.02569833333333,7.36737833333333,6.85847333333333,7.34900833333333,6.95826333333333,7.36461333333333,7.08352833333333,7.23820833333333,6.92897333333333,7.17968833333333,4.33333333333333,7.33687833333333,7.09938833333333,6.89183833333333,7.25795833333333,6.96861333333333,7.38233833333333,7.06301333333333,7.24188833333333,7.31233333333333,6.94312333333333,7.06621333333333,7.02255833333333,7.28736333333333,7.11579333333333,7.27823333333333,6.98915833333333,7.29616833333333,7.34388833333333,7.56885833333333,7.33476833333333
Rodrigo,4.06259333333333,4.06259333333333,4.29328833333333,4.19024833333333,4.05576833333333,4.18990333333333,4.15577333333333,4.40232833333333,4.11462333333333,4.18380333333333,4.23633833333333,4.10790333333333,4.14833833333333,4.19253833333333,2.33333333333333,4.17680833333333,4.16338833333333,4.09617333333333,4.24791333333333,4.19549833333333,4.33210833333333,4.18279333333333,4.26847833333333,4.29727333333333,4.04313333333333,4.17497333333333,4.19744333333333,4.19713833333333,4.16237333333333,4.20518333333333,4.16102333333333,4.34614833333333,4.25079833333333,4.26377833333333,4.25694333333333
Stones,0.42086,0.42086,0.80718,0.779685,0.599585,0.68056,0.63543,0.925025,0.605485,0.63605,0.69194,0.658285,0.659945,0.82806,0,0.732795,0.887895,0.583525,0.94842,0.720765,0.913095,0.683225,0.82748,0.732315,0.474785,0.645885,0.765095,0.779125,0.81014,0.901275,0.638805,0.822855,0.87751,0.866665,0.879415
Walker,3.08007666666667,3.08007666666667,3.65977166666667,3.41762166666667,3.00035166666667,3.17583666666667,3.08726166666667,3.65565166666667,3.02849166666667,3.08847666666667,3.19817166666667,3.13212166666667,3.13537666666667,3.46534166666667,1.66666666666667,3.27835666666667,3.58277666666667,2.98538166666667,3.70157166666667,3.25474166666667,3.63223166666667,3.18106666666667,3.46420166666667,3.27742166666667,2.77196666666667,3.10777666666667,3.34175666666667,3.36929166666667,3.43016166666667,3.60903166666667,3.09388666666667,3.45512666666667,3.56239666666667,3.54111166666667,3.56613666666667
Antony,2.65319333333333,2.65319333333333,2.67382833333333,2.71158833333333,2.83118333333333,2.78893333333333,2.59209333333333,2.81519833333333,2.75453833333333,2.72516333333333,2.64168333333333,2.73135333333333,2.95863333333333,2.58677333333333,2.69916333333333,2.74620833333333,2.90047333333333,2.78678833333333,2.78010833333333,2.80812333333333,2.65382833333333,2.69568333333333,2.88002833333333,2.53730333333333,2.88593333333333,2.71126833333333,2.74451333333333,2.66078333333333,2.73240333333333,2.82006333333333,2.81323333333333,2.79877333333333,2.71021333333333,2.74652333333333,2.72326333333333
B.Fernandes,5.5104,5.5104,5.457575,5.43582,5.605795,5.529455,5.17338,5.57697,5.46723,5.414095,5.263085,5.425295,5.83643,5.163755,5.367055,5.452165,5.73122,5.525575,5.513485,5.564165,5.28505,5.36077,5.694235,5.07426,5.704925,5.38896,5.449095,5.297635,5.42719,5.58576,5.57341,5.547255,5.387055,5.452735,5.410655
Casemiro,3.63060833333333,3.63060833333333,3.60571833333333,3.59338833333333,3.66518333333333,3.62609333333333,3.44412833333333,3.65037833333333,3.59429833333333,3.56714333333333,3.48996833333333,3.57286833333333,3.78297333333333,3.43920833333333,3.54310333333333,3.58659833333333,3.72920833333333,3.62411333333333,3.61793333333333,3.64383333333333,3.50119333333333,3.53988833333333,3.71030833333333,3.39347333333333,3.71576833333333,3.55429833333333,3.58502833333333,3.50762833333333,3.57383333333333,3.65487333333333,3.64855833333333,3.63519333333333,3.55332333333333,3.58688833333333,3.56538333333333
Rashford,5.00771166666667,5.00771166666667,5.01464166666667,5.04420666666667,5.18660666666667,5.10577166666667,4.84157666666667,5.14102666666667,5.05960666666667,5.02018166666667,4.90813666666667,5.02849166666667,5.33353666666667,4.83443666666667,4.98528166666667,5.04842666666667,5.25547666666667,5.10289666666667,5.09392166666667,5.13152666666667,4.92443166666667,4.98061666666667,5.22803666666667,4.76803666666667,5.23596666666667,5.00153166666667,5.04615166666667,4.93377166666667,5.02989666666667,5.14755166666667,5.13838666666667,5.11898166666667,5.00011666666667,5.04885166666667,5.01762666666667
Anderson,0.89789,0.89789,1.05097,1.122205,1.142055,1.15703,1.164085,1.15796,1.17138,1.15519,1.17682,1.15406,1.151075,1.182325,1.14868,1.18997,1.1288,1.129775,1.14104,1.15942,1.186055,1.19667,1.134455,1.16804,1.14231,1.15133,1.1692,1.1834,1.17049,1.165305,1.150085,1.151525,1.1544,1.156535,1.15759
Burn,2.210255,2.210255,1.992125,2.52664,1.973645,2.318735,2.30431,2.19496,2.31759,2.034025,2.13053,2.131465,1.94671,2.346615,1.988265,2.557695,1.6243,1.7614,1.98501,2.462645,2.3085,2.509335,1.86962,2.415935,1.881215,2.283505,2.419685,2.48588,2.39462,2.05116,1.94008,2.43635,2.52821,2.028785,2.107815
Isak,2.84102,2.84102,3.027825,2.970235,2.89957,2.91359,2.861845,2.8241,2.949015,2.84714,2.989135,3.003115,2.805075,3.259975,2.7708,3.291955,2.77886,2.780815,2.946915,2.969715,2.97993,3.01002,2.814115,3.007105,2.78748,2.8772,3.00191,3.029005,3.13523,2.85882,2.73065,2.867855,2.9552,3.020485,2.793375
Joelinton,2.20368,2.20368,2.199835,2.24768,2.179975,2.23331,2.26882,2.237975,2.30552,2.22404,2.3329,2.21835,2.20334,2.3606,2.191275,2.39908,2.091235,2.09612,2.152825,2.245335,2.37938,2.4328,2.119695,2.288705,2.159215,2.20462,2.294555,2.366025,2.301055,2.27496,2.19835,2.20559,2.220065,2.2308,2.236125
Pope,2.734035,2.734035,2.86235,2.780245,2.6384,2.936185,2.94305,2.707855,2.794125,2.910555,2.8939,2.99451,2.78956,2.96631,2.916435,3.026465,2.768535,2.74269,2.733015,2.793935,2.945425,2.873915,2.75225,2.74721,2.73563,2.82467,2.9334,2.8825,2.91064,2.79365,2.773805,2.79158,2.89785,2.7979,2.809605
Schär,2.35525,2.35525,2.11251,2.711505,2.082465,2.47085,2.454565,2.331115,2.46956,2.14943,2.258375,2.259435,2.05086,2.502325,2.09777,2.74062,1.686875,1.841655,2.094095,2.633315,2.4593,2.686025,1.963825,2.580585,1.97692,2.431075,2.584815,2.65955,2.55652,2.168775,2.04337,2.60363,2.70733,2.143515,2.232735
Trippier,2.64077,2.64077,2.33142,3.05573,2.30181,2.77103,2.75142,2.60277,2.769475,2.384,2.515185,2.51646,2.265305,2.80893,2.321795,3.09587,1.82702,2.0134,2.317365,2.96666,2.75712,3.030135,2.16051,2.903165,2.17627,2.723135,2.90826,2.99825,2.874185,2.40729,2.25629,2.930915,3.05579,2.376875,2.48431
Wilson,3.04584833333333,3.04584833333333,3.29924833333333,3.26795833333333,3.21722833333333,3.25383333333333,3.19493833333333,3.15197333333333,3.29415333333333,3.17819833333333,3.33981833333333,3.35573333333333,3.13032333333333,3.64809333333333,3.09131333333333,3.68448833333333,3.10048333333333,3.10270833333333,3.29176833333333,3.31771333333333,3.32934333333333,3.36359333333333,3.14060833333333,3.36027833333333,3.11029833333333,3.21241833333333,3.35436333333333,3.38519833333333,3.50610833333333,3.19149833333333,3.04561333333333,3.20178333333333,3.30119833333333,3.37550333333333,3.11700833333333
Awoniyi,4.712945,4.712945,4.50942,4.60533,4.62733,4.706555,4.54253,4.711025,4.63738,4.75019,4.757515,4.84881,4.61385,4.611255,4.7412,4.517425,4.72325,4.555005,4.58141,4.688765,4.74892,4.73423,4.686965,4.74884,4.60278,4.535605,4.65832,4.95602,4.56506,4.738695,4.73526,4.54421,4.75426,4.60121,4.694085
Gibbs-White,4.15561666666667,4.15561666666667,3.91168166666667,4.25441166666667,4.12778666666667,4.19030166666667,4.01485666666667,4.18159166666667,4.13238666666667,4.17375166666667,4.32771166666667,4.25374166666667,4.21704166666667,4.22403166666667,4.40373666666667,4.07228166666667,4.29000166666667,4.17981666666667,4.18192166666667,4.25882666666667,4.25168166666667,4.24634166666667,4.08497666666667,4.16715166666667,4.15759166666667,4.12875166666667,4.17661166666667,4.32153666666667,4.14248666666667,4.23968166666667,4.15958166666667,4.02042166666667,4.22627166666667,4.16605666666667,4.16153166666667
Osula,1.027725,1.027725,1.089585,1.05779,1.12808,1.08768,1.03928,1.09265,1.04892,1.093455,1.078295,1.095915,1.047525,1.031915,1.076005,1.08231,1.01502,1.091215,1.056725,1.08375,1.027305,1.09635,1.05248,1.04204,1.076585,1.0162,1.162575,1.02953,1.048415,1.033545,1.079115,1.021455,1.17142,1.091545,1.051645
Maddison,5.75605833333333,5.75605833333333,5.58038333333333,5.72838833333333,5.64136333333333,5.91579833333333,5.67110333333333,5.70156333333333,5.77181333333333,5.72296833333333,5.42193833333333,5.81218833333333,5.81954833333333,5.94525833333333,5.92430833333333,5.68989833333333,6.02906333333333,5.66125833333333,5.86585333333333,5.69264333333333,5.71216833333333,5.80301333333333,5.59987333333333,5.71610333333333,5.58984833333333,5.82238333333333,5.73496833333333,5.65517333333333,5.97616333333333,5.57235333333333,5.50089333333333,5.72342333333333,5.49322833333333,5.79871333333333,5.78453333333333
Pedro Porro,4.48377666666667,4.48377666666667,3.95628666666667,4.03885666666667,4.09194166666667,4.43582166666667,4.37551666666667,4.13711666666667,4.39539666666667,4.31725666666667,3.76938166666667,4.50565166666667,4.35423166666667,4.39940166666667,4.56890666666667,4.06697166666667,4.59132166666667,4.04733666666667,4.38530666666667,4.23022666666667,4.13210666666667,4.50206666666667,3.99109166666667,4.40918166666667,4.09027166666667,4.48169666666667,4.54670166666667,4.08896666666667,4.63753166666667,3.94983166666667,3.87659666666667,4.29090166666667,3.74558166666667,4.63526666666667,4.14630666666667
Sarr,3.568355,3.568355,3.48892,3.513965,3.489595,3.58057,3.49215,3.503155,3.52854,3.51089,3.402115,3.54313,3.54579,3.591215,3.583645,3.49894,3.6215,3.488595,3.562525,3.49993,3.50699,3.539815,3.46641,3.50841,3.46279,3.546815,3.51523,3.486395,3.60238,3.456465,3.430645,3.511055,3.427875,3.53826,3.53314
Son,6.90868833333333,6.90868833333333,6.76489333333333,6.89473333333333,6.80176833333333,7.01923833333333,6.78144333333333,6.81104833333333,6.87931333333333,6.83184833333333,6.53930833333333,6.91854833333333,6.92570333333333,7.04786833333333,7.02750833333333,6.79971333333333,7.12930833333333,6.77187833333333,6.97070333333333,6.80237333333333,6.82135333333333,6.90963333333333,6.71222333333333,6.82517833333333,6.70248333333333,6.92845833333333,6.84350833333333,6.76596333333333,7.07789833333333,6.68547833333333,6.61603333333333,6.83228833333333,6.60858833333333,6.90545833333333,6.89167833333333
Antonio,4.457025,4.457025,4.464285,4.533475,4.647735,4.59892,4.662845,4.479345,4.867625,4.60537,4.572965,4.488455,4.74557,4.64579,4.631795,4.495495,4.65621,4.659895,4.64806,4.430495,4.50327,4.624625,4.51871,4.64268,4.60768,4.62072,4.44529,4.530315,4.53267,4.84272,4.544625,4.654985,4.474755,4.61667,4.42717
Areola,4.37181833333333,4.37181833333333,4.39388833333333,4.41356833333333,4.38232833333333,4.36355833333333,4.49119833333333,4.42895333333333,4.61412833333333,4.50430833333333,4.53704333333333,4.41184333333333,4.51522833333333,4.37568333333333,4.50093333333333,4.37998333333333,4.41895833333333,4.47399333333333,4.48387333333333,4.39838833333333,4.34207833333333,4.54493333333333,4.36442833333333,4.58683833333333,4.40388833333333,4.42166333333333,4.38108833333333,4.41533333333333,4.54290333333333,4.56276333333333,4.44182333333333,4.30641833333333,4.36579333333333,4.41557833333333,4.18234833333333
Bowen,5.81754,5.81754,5.76807,5.89236,5.980405,5.77132,6.07843,5.89131,6.12604,5.868175,5.88725,5.84408,5.98484,5.967055,6.030715,5.723595,5.88364,5.950085,6.174615,5.836895,5.89397,6.097665,6.024755,5.865705,5.963105,5.893555,5.755255,5.94725,5.938405,6.070615,5.84593,5.875285,5.780525,5.904575,5.617145
L.Paquetá,4.00623833333333,4.00623833333333,3.99371833333333,4.09705333333333,4.19448833333333,4.05425333333333,4.27017833333333,4.13861333333333,4.30365333333333,4.12234833333333,4.13576333333333,4.10540833333333,4.20437333333333,4.19186833333333,4.23662833333333,4.02069833333333,4.13322333333333,4.17993833333333,4.33780333333333,4.10035333333333,4.14048833333333,4.28369833333333,4.23243833333333,4.12061333333333,4.18909333333333,4.14019333333333,4.04295833333333,4.17794333333333,4.17172833333333,4.26468333333333,4.10670833333333,4.12734833333333,4.06072333333333,4.14794333333333,3.94585333333333
Neto,5.07671166666667,5.07671166666667,4.97782666666667,4.85331666666667,4.98285666666667,5.03860666666667,5.03154666666667,5.00640666666667,5.00418666666667,5.03358166666667,4.82931166666667,5.01658666666667,5.14398666666667,4.91352666666667,4.94683666666667,4.96044666666667,5.10675666666667,4.93846166666667,5.06945166666667,4.87382666666667,5.06479166666667,4.92352166666667,4.92605666666667,4.85406666666667,5.10064666666667,5.18196666666667,4.86662666666667,4.94236166666667,5.02625666666667,5.12179666666667,4.96253166666667,4.97082166666667,4.74607666666667,4.95727666666667,4.79725666666667
José Sá,4.16499,4.16499,4.407355,4.239145,4.29566,4.28894,4.25106,4.354995,4.288485,4.401745,4.2484,4.275505,4.51388,4.13818,4.401665,4.303925,4.3745,4.37472,4.385535,4.23231,4.230765,4.284525,4.28648,4.249655,4.455645,4.36619,4.229775,4.38936,4.42378,4.435425,4.20542,4.28876,4.024315,4.42648,4.26417
Cunha,3.28895666666667,3.28895666666667,3.08359666666667,3.08255666666667,3.23284166666667,3.20648666666667,3.26058666666667,3.26539166666667,3.13676666666667,3.35043666666667,3.10220666666667,3.21356166666667,3.47158666666667,3.16026666666667,3.12773166666667,3.08617666666667,3.26832166666667,3.12914166666667,3.23750166666667,3.08161666666667,3.12525166666667,3.09522166666667,3.14375166666667,3.05237166666667,3.44686166666667,3.25364666666667,3.20486666666667,3.21126666666667,3.24737666666667,3.23038166666667,3.10992166666667,3.22248666666667,3.03438666666667,3.17910166666667,3.07495166666667
Diaby,4.81691333333333,4.81691333333333,4.73915333333333,4.82744333333333,4.87287833333333,4.91271833333333,4.85714333333333,5.00848333333333,4.98728333333333,4.80973333333333,4.92509833333333,4.68868333333333,4.84883333333333,4.84674833333333,4.81227333333333,4.80409833333333,4.90302333333333,4.82668333333333,4.91801333333333,4.89281333333333,4.95600833333333,4.92005333333333,5.03072333333333,4.79611333333333,4.89059333333333,4.79971833333333,4.90611333333333,4.63186333333333,4.95133833333333,4.71529833333333,5.06879833333333,4.83310333333333,4.82470833333333,4.83419333333333,4.81117833333333
Disasi,3.28868333333333,3.28868333333333,3.15877833333333,3.37094833333333,3.52472333333333,3.13241833333333,3.24682833333333,2.84491833333333,2.63031333333333,2.71906833333333,2.93997333333333,2.83723833333333,3.05888833333333,3.41197333333333,3.25905833333333,3.27576333333333,2.89304333333333,3.30805333333333,2.47152833333333,3.38833333333333,3.23496333333333,2.50037833333333,2.96588333333333,3.03149833333333,3.20916833333333,2.75563833333333,3.54976333333333,3.05780333333333,2.95717833333333,3.46933833333333,2.86103333333333,2.88927333333333,3.39267833333333,3.26391333333333,3.49650333333333
Højlund,1.63724166666667,1.63724166666667,1.59505166666667,1.57041166666667,1.52497166666667,1.66555666666667,1.48439166666667,1.74710666666667,1.62441666666667,1.64917166666667,1.46129166666667,1.53355666666667,1.65429166666667,1.48294166666667,1.56475166666667,1.62827166666667,1.63198666666667,1.54221666666667,1.54445666666667,1.64828166666667,1.60751666666667,1.47697166666667,1.83957166666667,1.44404166666667,1.66836166666667,1.54891166666667,1.49370666666667,1.48933666666667,1.66088166666667,1.60907166666667,1.66095166666667,1.61585666666667,1.55583666666667,1.51647666666667,1.53490666666667
Ward-Prowse,5.75501666666667,5.75501666666667,5.73561666666667,5.86937666666667,5.96600666666667,5.76815166666667,6.04198666666667,5.87513666666667,6.08443666666667,5.85451166666667,5.87152166666667,5.83302666666667,5.95853166666667,5.94267666666667,5.99943666666667,5.72559666666667,5.86829666666667,5.92754666666667,6.12775166666667,5.82661666666667,5.87751166666667,6.05913666666667,5.99412666666667,5.85231166666667,5.93915666666667,5.87714166666667,5.75382666666667,5.92501666666667,5.91713166666667,6.03501666666667,5.83467166666667,5.86085166666667,5.77635666666667,5.88696666666667,5.63067666666667
